ML Number Display,Area Display,Street Full Address,Property Type,Property Subtype 1 Display,Listing Date,Status Date,Status Display,Listing Price,Selling Price
21910849,Marshall,"18400 State Route 1 Hwy, Marshall, CA 94940",RESI,Single Family,4/30/19,5/24/19,Sold,"5,800,000","6,000,000"
21826013,Marshall,"18565 State Route 1, Marshall, CA 94940",RESI,Single Family,10/2/18,3/15/19,Sold,"1,200,000","1,050,000"
21904225,Marshall,"18250 State Route 1, Marshall, CA 94940",RESI,Single Family,3/5/19,3/18/19,Sold,"1,059,000","1,000,000"
21906309,Novato,"2 Nogales Ct, Novato, CA 94947-2903",RESI,Single Family,3/28/19,6/24/19,Sold,"835,000","825,000"
21909341,Novato,"6 Boulevard Ter, Novato, CA 94947-3923",RESI,Single Family,5/14/19,6/14/19,Sold,"659,000","661,000"
21909906,Novato,"22 Boulevard Ter, Novato, CA 94947-3951",RESI,Single Family,4/21/19,5/30/19,Sold,"689,000","675,000"
21909438,Novato,"1990 Center Rd, Novato, CA 94947-2957",RESI,Single Family,10/16/18,6/16/19,Sold,"875,000","875,000"
21912557,Novato,"8 Fig Tree Ln, Novato, CA 94947-2916",RESI,Single Family,4/14/19,6/19/19,Sold,"999,000","1,015,000"
21830632,Novato,"60 Grove Ln, Novato, CA 94947-3006",RESI,Single Family,11/19/18,2/27/19,Sold,"799,000","800,000"
21909011,Novato,"28 Joan Ave, Novato, CA 94947-4121",RESI,Single Family,1/14/19,6/19/19,Sold,"709,000","715,000"
21902942,Novato,"4 Joan Ave, Novato, CA 94947-4121",RESI,Single Family,2/11/19,3/21/19,Sold,"639,000","645,000"
21914154,Novato,"12 Fredson Ct, Novato, CA 94947-2920",RESI,Single Family,5/14/19,6/5/19,Sold Off MLS,"879,000","879,000"
21903399,Novato,"12 Stanford Ct, Novato, CA 94947-2906",RESI,Single Family,2/3/19,4/1/19,Sold,"850,000","850,000"
21831232,Novato,"747 Plaza Hermosa, Novato, CA 94947-4092",RESI,Single Family,1/24/19,3/8/19,Sold,"799,000","810,000"
21904988,Novato,"1555 Center Rd, Novato, CA 94947-4027",RESI,Single Family,2/28/19,6/24/19,Sold,"689,000","689,000"
21910354,Novato,"28 Plaza Demira Dr, Novato, CA 94947-4011",RESI,Single Family,3/30/19,6/16/19,Sold,"777,000","787,000"
21901970,Novato,"24 Plaza Demira, Novato, CA 94947-4011",RESI,Single Family,3/8/19,4/30/19,Sold,"792,999","780,000"
21830249,Novato,"12 Jennifer Ln, Novato, CA 94947-3804",RESI,Single Family,11/17/18,3/28/19,Sold,"1,249,000","1,224,000"
21906200,Novato,"8 Gothic Dr, Novato, CA 94947-3909",RESI,Single Family,12/27/18,5/11/19,Sold,"749,000","744,000"
21900232,Novato,"40 Miwok Dr, Novato, CA 94947-3871",RESI,Single Family,1/2/19,2/20/19,Sold,"1,669,000","1,710,000"
21904052,Novato,"1693 Hill Rd, Novato, CA 94947-4320",RESI,Single Family,2/24/19,5/11/19,Sold,"649,000","680,000"
21900060,Novato,"1717 Novato Blvd #13, Novato, CA 94947-3050",RESI,Condo/Coop,12/26/18,2/4/19,Sold,"538,000","535,000"
21905548,Novato,"1548 Center Rd #21, Novato, CA 94947-7316",RESI,Condo/Coop,3/5/19,4/24/19,Sold,"399,000","415,000"
21908483,Novato,"1548 Center Rd #32, Novato, CA 94947-7305",RESI,Condo/Coop,4/15/19,5/9/19,Sold,"400,000","415,000"
21900377,Novato,"1542 Center Rd #102, Novato, CA 94947-7307",RESI,Condo/Coop,1/7/19,4/2/19,Sold,"409,999","390,000"
21904586,Novato,"1755 Novato Blvd #A21, Novato, CA 94947-3075",RESI,Condo/Coop,3/5/19,6/25/19,Sold,"468,000","468,000"
21905655,Novato,"875 Tamalpais Ave #17, Novato, CA 94947-7836",RESI,Condo/Coop,3/11/19,6/3/19,Sold,"445,500","440,000"
21905128,Novato,"1575 S Novato Blvd #5, Novato, CA 94947-4117",RESI,Condo/Coop,3/15/19,5/14/19,Sold,"565,000","560,000"
21902253,Novato,"1579 S Novato Blvd #106, Novato, CA 94947-4127",RESI,Condo/Coop,2/1/19,3/11/19,Sold,"560,000","560,000"
21907584,Sausalito,"156 Cypress Pl, Sausalito, CA 94965",RESI,Condo/Coop,3/11/19,5/21/19,Sold,"825,000","842,000"
21900387,Sausalito,"115 Sacramento Way, Sausalito, CA 94965",RESI,Single Family,1/7/19,2/6/19,Sold,"1,600,000","1,600,000"
21914544,Sausalito,"135 San Carlos Ave, Sausalito, CA 94965-2038",RESI,Single Family,5/31/19,6/28/19,Sold,"5,495,000","5,215,000"
21827915,Sausalito,"230 Santa Rosa Ave, Sausalito, CA 94965-2037",RESI,Single Family,10/18/18,2/26/19,Sold,"2,295,000","2,225,000"
21903978,Sausalito,"125 Santa Rosa Ave, Sausalito, CA 94965-2049",RESI,Single Family,1/3/19,3/26/19,Sold,"4,295,000","4,000,000"
21903951,Sausalito,"158 Spencer Ave, Sausalito, CA 94965-2051",RESI,Single Family,2/25/19,4/5/19,Sold,"2,195,000","2,195,000"
21906855,Sausalito,"10 Booker Ave, Sausalito, CA 94965-2002",RESI,Single Family,3/29/19,5/3/19,Sold,"2,995,000","2,950,000"
21826188,Inverness,"55 Escondido Way, Inverness, CA 94937",RESI,Single Family,10/9/18,2/14/19,Sold,"1,325,000","1,275,000"
21903738,Inverness,"20 Via de la Vista, Inverness, CA 94937",RESI,Single Family,2/19/19,4/3/19,Sold,"794,000","800,000"
21908998,Inverness,"610 Via De La Vista, Inverness, CA 94937",RESI,Single Family,4/23/19,5/28/19,Sold,"995,000","1,130,000"
21915837,Inverness,"485 Aberdeen Way, Inverness, CA 94937-0633",RESI,Single Family,1/1/19,6/21/19,Sold Off MLS,"1,250,000","1,250,000"
21902777,Inverness,"142 Edgemont Way, Inverness, CA 94937",RESI,Single Family,11/23/18,3/5/19,Sold,"1,525,000","1,800,000"
21902735,Inverness,"82 Edgemont Way, Inverness, CA 94937",RESI,Single Family,2/7/19,3/19/19,Sold,"1,430,000","1,500,000"
21901540,Inverness,"12700 Sir Francis Drake Blvd, Inverness, CA 94937",RESI,Single Family,12/1/18,1/23/19,Sold Off MLS,"2,295,000","3,200,000"
21826602,Inverness,"9 Drakes View Dr, Inverness, CA 94937",RESI,Single Family,10/8/18,2/11/19,Sold,"1,675,000","1,625,000"
21904702,Inverness,"53 Douglas Dr, Inverness, CA 94937",RESI,Single Family,1/29/19,3/26/19,Sold Off MLS,"1,299,000","1,410,000"
21909841,Inverness,"9 vallejo Ave, Inverness, CA 2496",RESI,Single Family,4/25/19,5/24/19,Sold,"959,000","1,295,000"
21902863,Novato,"65 Summers Ave, Novato, CA 94945-3319",RESI,Single Family,2/8/19,4/1/19,Sold,"799,000","794,000"
21909698,Novato,"664 Plum St, Novato, CA 94945-2581",RESI,Single Family,4/1/19,6/25/19,Sold,"725,000","710,000"
21908243,Novato,"104 Kristin Marie Ct, Novato, CA 94945-3475",RESI,Single Family,3/3/19,5/15/19,Sold,"2,450,000","2,450,000"
21901680,Novato,"424 Olive Ave, Novato, CA 94945-3435",RESI,Single Family,1/25/19,6/1/19,Sold,"995,000","959,000"
21910306,Novato,"14 Equestrian Ct, Novato, CA 94945-2609",RESI,Single Family,4/23/19,6/6/19,Sold,"895,000","902,000"
21906264,Novato,"6 Green Point Ln, Novato, CA 94945-2741",RESI,Single Family,3/25/19,6/19/19,Sold,"1,099,000","1,100,000"
21908555,Novato,"40 Green Point Ln, Novato, CA 94945-2709",RESI,Single Family,4/18/19,5/29/19,Sold,"995,000","1,150,000"
21900831,Novato,"2512 Laguna Vista Dr, Novato, CA 94945-1526",RESI,Single Family,1/14/19,2/4/19,Sold,"1,449,000","1,350,000"
21901392,Novato,"2412 Laguna Vista Dr, Novato, CA 94945-1525",RESI,Single Family,1/29/19,2/21/19,Sold,"919,000","920,000"
21901572,Novato,"1 Anton Way, Novato, CA 94945-2702",RESI,Single Family,1/24/19,4/24/19,Sold,"915,000","910,000"
21905527,Novato,"155 Crest Rd, Novato, CA 94945-2741",RESI,Single Family,2/23/19,3/19/19,Sold,"1,695,000","1,867,500"
21908205,Novato,"181 Crest Rd, Novato, CA 94945-2735",RESI,Single Family,4/13/19,5/15/19,Sold,"2,595,000","2,515,000"
21908659,Ross,"5 Allen Ln, Ross, CA 94957-9614",RESI,Single Family,4/19/19,4/26/19,Sold,"5,375,000","5,500,000"
21827726,Ross,"47 Redwood Dr, Ross, CA 94957-9675",RESI,Single Family,10/2/18,5/23/19,Sold,"2,595,000","2,405,000"
21915113,Kentfield,"22 Cedar Ave, Kentfield, CA 94904-2505",RESI,Single Family,5/30/19,6/26/19,Sold Off MLS,"925,000","925,000"
21908972,Novato,"651 Midway Blvd, Novato, CA 94947-4830",RESI,Single Family,5/2/19,6/6/19,Sold,"879,000","914,000"
21830911,Novato,"1365 Denlyn St, Novato, CA 94947-4879",RESI,Single Family,9/20/18,3/22/19,Sold,"729,000","729,000"
21909411,Novato,"1212 Denlyn St, Novato, CA 94947-4802",RESI,Single Family,4/22/19,6/6/19,Sold,"749,000","785,000"
21905413,Novato,"1226 Ridgeview Ct, Novato, CA 94947-4835",RESI,Single Family,2/13/19,5/31/19,Sold,"740,000","740,000"
21830876,Novato,"540 Eldridge Ave, Novato, CA 94947-4806",RESI,Single Family,12/13/18,3/18/19,Sold,"759,999","750,000"
21900340,Novato,"1171 Cambridge St, Novato, CA 94947-4956",RESI,Single Family,1/4/19,3/5/19,Sold,"835,000","820,000"
21825023,Novato,"625 Arlington Cir, Novato, CA 94947-4903",RESI,Single Family,10/1/18,1/18/19,Sold,"895,000","842,500"
21905690,Novato,"235 Shevelin Rd, Novato, CA 94947-4817",RESI,Single Family,2/9/19,4/20/19,Sold,"850,000","850,000"
21820472,Novato,"720 Sunset Pkwy, Novato, CA 94947-4814",RESI,Single Family,8/4/18,2/15/19,Sold,"799,000","790,000"
21903765,Novato,"9 Balra Dr, Novato, CA 94947-4668",RESI,Single Family,2/12/19,4/8/19,Sold,"895,000","920,000"
21904271,Novato,"1 Rowland Ct, Novato, CA 94947-4624",RESI,Single Family,1/30/19,5/21/19,Sold,"800,000","807,500"
21900829,Novato,"10 Woodland Ct, Novato, CA 94947-4925",RESI,Single Family,10/13/18,2/12/19,Sold Off MLS,"1,275,000","1,290,000"
21903525,Novato,"735 Arlington Cir, Novato, CA 94947",RESI,Single Family,3/1/19,4/1/19,Sold,"1,075,000","1,075,410"
21904306,Novato,"205 Indian Way, Novato, CA 94949-4984",RESI,Condo/Coop,1/6/19,3/25/19,Sold,"649,000","681,000"
21911511,Novato,"23 Arrowhead Ln, Novato, CA 94949-4927",RESI,Condo/Coop,5/10/19,5/10/19,Sold Off MLS,"625,000","625,000"
21900617,Novato,"120 Garner Dr, Novato, CA 94947-4400",RESI,Single Family,11/5/18,2/12/19,Sold,"1,699,000","1,562,750"
21902411,Novato,"112 Garner Dr, Novato, CA 94947-4400",RESI,Single Family,2/8/19,4/5/19,Sold,"1,749,000","1,749,000"
21827565,Novato,"5 Savanna Ct, Novato, CA 94947-4673",RESI,Single Family,10/22/18,2/7/19,Sold,"1,349,900","1,299,000"
21904015,Novato,"7 Adams Ct, Novato, CA 94947-4410",RESI,Single Family,7/5/18,4/18/19,Sold,"1,249,000","1,245,200"
21901463,Novato,"42 Taft Ct, Novato, CA 94947-4470",RESI,Single Family,1/22/19,3/11/19,Sold,"879,000","875,000"
21829864,Novato,"1417 Cambridge St, Novato, CA 94947-4452",RESI,Single Family,11/26/18,1/15/19,Sold,"849,000","824,000"
21827411,Novato,"712 Rowland Blvd, Novato, CA 94947-4623",RESI,Single Family,8/24/18,4/11/19,Sold,"949,500","920,000"
21828645,Novato,"94 Washington St, Novato, CA 94947-4461",RESI,Single Family,11/2/18,1/17/19,Sold,"859,500","844,500"
21906310,Novato,"16 Truman Dr, Novato, CA 94947-4442",RESI,Single Family,4/5/19,5/23/19,Sold,"1,045,000","1,110,000"
21911901,Novato,"16 Jackson Ct, Novato, CA 94947-4432",RESI,Single Family,5/16/19,6/24/19,Sold,"1,235,000","1,240,000"
21910144,Novato,"20 Harding Dr, Novato, CA 94947-4465",RESI,Single Family,4/23/19,6/8/19,Sold,"619,000","780,000"
21910275,Novato,"105 Adams St, Novato, CA 94947-4411",RESI,Single Family,2/2/19,5/30/19,Sold,"1,099,000","1,085,000"
21905007,Novato,"852 Diablo Ave #309, Novato, CA 94947-5316",RESI,Condo/Coop,3/11/19,4/10/19,Sold,"555,000","572,000"
21907580,Novato,"1675 Novato Blvd #7, Novato, CA 94947-3202",RESI,Condo/Coop,4/4/19,5/31/19,Sold,"565,000","555,000"
21902105,Novato,"2043 Shady Ln, Novato, CA 94945-7130",RESI,Single Family,1/31/19,4/25/19,Sold,"814,000","800,000"
21824808,Novato,"61 Lambert Way, Novato, CA 94945",RESI,Single Family,9/23/18,3/5/19,Sold,"775,000","775,000"
21909361,Novato,"16 Thornton Ct, Novato, CA 94945-1726",RESI,Single Family,4/22/19,6/21/19,Sold,"939,000","925,000"
21905089,Novato,"2017 Feliz Rd, Novato, CA 94945",RESI,Single Family,3/1/19,5/16/19,Sold,"865,000","885,000"
21912709,Novato,"20 Driftwood Ave, Novato, CA 94945-1740",RESI,Single Family,5/23/19,6/17/19,Sold,"696,000","730,000"
21830699,Novato,"2002 Feliz Rd, Novato, CA 94945-1703",RESI,Single Family,12/9/18,2/5/19,Sold,"807,000","795,000"
21901219,Novato,"2001 Benton Ln, Novato, CA 94945-1748",RESI,Single Family,12/6/18,2/20/19,Sold,"900,000","900,000"
21900331,Novato,"10 Friendly Ln, Novato, CA 94945-2152",RESI,Single Family,1/6/19,4/30/19,Sold,"675,000","640,000"
21903086,Novato,"1 Pioneer Ct, Novato, CA 94945-2119",RESI,Single Family,2/12/19,4/2/19,Sold,"789,900","829,000"
21903996,Novato,"1832 Virginia Ave, Novato, CA 94945-2157",RESI,Single Family,1/17/19,5/2/19,Sold,"775,000","750,000"
21913351,Novato,"1 Winding Way, Novato, CA 94945-4254",RESI,Single Family,4/18/19,5/28/19,Sold Off MLS,"1,100,000","1,100,000"
21903707,Novato,"5 Winding Way, Novato, CA 94945-4254",RESI,Single Family,4/8/19,5/17/19,Sold,"1,379,000","1,362,000"
21905186,Novato,"11 Carmel Dr, Novato, CA 94945-2306",RESI,Single Family,2/27/19,5/17/19,Sold,"869,000","900,000"
21905658,San Rafael,"33 Sailmaker Ct, San Rafael, CA 94903-4710",RESI,Condo/Coop,3/17/19,4/23/19,Sold,"550,000","545,000"
21911044,San Rafael,"30 Dockside Cir, San Rafael, CA 94903",RESI,Condo/Coop,6/6/19,6/27/19,Sold,"535,000","520,000"
21905147,San Rafael,"95 Dockside Cir, San Rafael, CA 94903-4701",RESI,Condo/Coop,2/7/19,5/3/19,Sold,"499,000","485,000"
21806968,San Rafael,"130 Professional Center Pkwy, San Rafael, CA 94903-2746",RESI,Condo/Coop,3/26/18,1/28/19,Sold,"689,500","620,000"
21904177,San Rafael,"146 Captains Cove Dr, San Rafael, CA 94903-2254",RESI,Condo/Coop,3/1/19,3/28/19,Sold,"545,000","572,288"
21901421,San Rafael,"270 Channing Way #2, San Rafael, CA 94903-2653",RESI,Condo/Coop,1/22/19,3/15/19,Sold,"425,000","425,000"
21907219,San Rafael,"400 Deer Valley Rd #4J, San Rafael, CA 94903-5511",RESI,Condo/Coop,4/1/19,6/26/19,Sold,"645,000","645,000"
21904321,San Rafael,"400 Deer Valley Rd #5G, San Rafael, CA 94903-5511",RESI,Condo/Coop,3/12/19,5/22/19,Sold,"875,000","875,000"
21909711,San Rafael,"200 Deer Valley Rd #1M, San Rafael, CA 94903-5525",RESI,Condo/Coop,4/24/19,4/24/19,Sold Off MLS,"535,000","535,000"
21906249,San Rafael,"200 Deer Valley Rd #1B, San Rafael, CA 94903-5523",RESI,Condo/Coop,2/15/19,5/22/19,Sold,"419,000","400,000"
21830114,San Rafael,"200 Deer Valley Rd #2C, San Rafael, CA 94903-5511",RESI,Condo/Coop,12/3/18,3/29/19,Sold,"400,000","385,000"
21900180,San Rafael,"100 Deer Valley Rd #1A, San Rafael, CA 94903-5511",RESI,Condo/Coop,1/4/19,2/11/19,Sold,"865,000","881,500"
21826635,San Rafael,"100 Deer Valley Rd #2K, San Rafael, CA 94903",RESI,Condo/Coop,10/10/18,4/22/19,Sold,"1,050,000","1,000,000"
21830115,San Rafael,"300 Deer Valley Rd #4G, San Rafael, CA 94903-5511",RESI,Condo/Coop,12/7/18,2/27/19,Sold,"638,000","638,000"
21900173,San Rafael,"600 Deer Valley Rd #3K, San Rafael, CA 94903-5511",RESI,Condo/Coop,1/5/19,4/11/19,Sold,"865,000","860,000"
21903523,San Rafael,"301 North Ave #305, San Rafael, CA 94903-5559",RESI,Condo/Coop,2/19/19,3/29/19,Sold,"645,000","645,000"
21910511,Sausalito,"20 Ross Rd, Sausalito, CA 94965-1313",RESI,Condo/Coop,4/9/19,5/24/19,Sold,"860,000","975,000"
21901500,Sausalito,"332 Donahue St, Sausalito, CA 94965-1033",RESI,Condo/Coop,1/22/19,2/28/19,Sold,"928,000","960,000"
21900233,Sausalito,"202 Donahue St, Sausalito, CA 94965-1029",RESI,Condo/Coop,1/2/19,2/15/19,Sold,"895,000","912,000"
21910543,Sausalito,"464 Headlands Ct, Sausalito, CA 94965-1098",RESI,Condo/Coop,1/11/19,6/27/19,Sold,"705,000","699,000"
21900910,Sausalito,"595 Headlands Ct, Sausalito, CA 94965-3058",RESI,Condo/Coop,1/14/19,4/10/19,Sold,"675,000","650,000"
21912210,Sausalito,"92 Stanford Way, Sausalito, CA 94965-2820",RESI,Condo/Coop,3/22/19,6/7/19,Sold,"549,000","576,000"
21902032,Sausalito,"110 Stanford Way, Sausalito, CA 94965-2821",RESI,Condo/Coop,2/22/19,4/9/19,Sold,"570,000","570,000"
21900434,Sausalito,"15 Terrace Dr, Sausalito, CA 94965-4009",RESI,Condo/Coop,1/8/19,3/15/19,Sold,"888,000","888,000"
21901477,Sausalito,"32 Braun Ct, Sausalito, CA 94965-1176",RESI,Condo/Coop,12/18/18,4/17/19,Sold,"750,000","750,000"
21903484,Novato,"12 Park Crest Ct #D, Novato, CA 94947-4763",RESI,Condo/Coop,2/17/19,4/9/19,Sold,"549,000","557,500"
21902592,Novato,"13 Park Crest Ct #D, Novato, CA 94947-4774",RESI,Condo/Coop,1/28/19,5/24/19,Sold,"549,000","539,000"
21904517,Novato,"8 Oak Crest Ct #B, Novato, CA 94947-4749",RESI,Condo/Coop,2/20/19,5/23/19,Sold,"570,000","570,000"
21905568,Novato,"9 Lupine Cir, Novato, CA 94947-4917",RESI,Single Family,3/15/19,4/17/19,Sold,"800,000","785,000"
21905680,Novato,"62 Scottsdale Way, Novato, CA 94947-4715",RESI,Condo/Coop,9/26/18,4/11/19,Sold,"499,000","510,000"
21907488,Novato,"38 Scottsdale Way, Novato, CA 94947-4701",RESI,Condo/Coop,4/3/19,6/27/19,Sold,"479,000","465,000"
21911241,Novato,"6 Margarita Ter, Novato, CA 94947-4726",RESI,Condo/Coop,4/22/19,6/21/19,Sold,"459,900","459,000"
21908726,Novato,"54 Margarita Ter, Novato, CA 94947-4731",RESI,Condo/Coop,12/9/18,4/16/19,Sold Off MLS,"479,900","478,000"
21904598,Novato,"15 Corinthian Ct, Novato, CA 94947-4724",RESI,Condo/Coop,2/5/19,4/30/19,Sold,"495,000","500,000"
21900184,Novato,"29 Birchwood Dr, Novato, CA 94947-5308",RESI,Condo/Coop,11/24/18,4/18/19,Sold,"715,000","715,000"
21821744,Novato,"834 Hayden Ave, Novato, CA 94945-4185",RESI,Single Family,8/21/18,2/5/19,Sold,"850,000","800,000"
21904097,Novato,"720 Lamont Ave, Novato, CA 94945-4156",RESI,Single Family,2/14/19,4/22/19,Sold,"729,000","715,000"
21827192,Novato,"603 Manuel Dr, Novato, CA 94945-3338",RESI,Single Family,8/27/18,1/31/19,Sold,"779,000","779,000"
21905594,Novato,"561 Louis Dr, Novato, CA 94945-3336",RESI,Single Family,2/11/19,5/16/19,Sold,"699,000","705,000"
21827707,Novato,"795 Clausing Ave, Novato, CA 94945-4105",RESI,Single Family,8/6/18,1/29/19,Sold,"699,000","665,000"
21908176,Novato,"521 Olive Ave, Novato, CA 94945-3309",RESI,Single Family,3/12/19,5/20/19,Sold,"749,000","739,000"
21906992,Novato,"7 Wilson Hill Ct, Novato, CA 94945-4118",RESI,Single Family,3/30/19,5/28/19,Sold,"919,000","909,000"
21828245,Novato,"12 Oak Park Dr, Novato, CA 94945-2515",RESI,Single Family,10/29/18,2/6/19,Sold,"1,495,000","1,496,850"
21902524,Novato,"213 Club Dr, Novato, CA 94945-3478",RESI,Single Family,11/25/18,5/28/19,Sold,"1,584,000","1,557,500"
21903191,San Rafael,"100 Marin Center Dr #28, San Rafael, CA 94903-2711",RESI,Condo/Coop,12/5/18,6/17/19,Sold,"469,000","450,000"
21828648,San Rafael,"100 Marin Center Dr #37, San Rafael, CA 94903-2710",RESI,Condo/Coop,11/6/18,2/6/19,Sold,"489,000","489,000"
21905928,San Rafael,"100 Marin Center Dr #39, San Rafael, CA 94903-2710",RESI,Condo/Coop,3/19/19,4/9/19,Sold,"475,000","480,500"
21908494,Belvedere,"160 Bayview Ave, Belvedere, CA 94920-2304",RESI,Single Family,4/14/19,5/7/19,Sold,"1,695,000","1,500,000"
21902445,Belvedere,"22 Eucalyptus Ave, Belvedere, CA 94920-2436",RESI,Single Family,2/5/19,4/29/19,Sold,"4,995,000","4,625,000"
21906586,Belvedere,"152 Bella Vista Ave, Belvedere, CA 94920-2466",RESI,Single Family,3/26/19,6/20/19,Sold,"3,595,000","3,490,000"
21827647,Belvedere,"320 Belvedere Ave, Belvedere, CA 94920-2427",RESI,Single Family,3/1/18,3/26/19,Sold,"4,995,000","4,880,000"
21801291,Belvedere,"408 Golden Gate Ave, Belvedere, CA 94920-2447",RESI,Single Family,11/20/17,4/3/19,Sold,"5,495,000","5,200,000"
21907175,Belvedere,"460 Bella Vista Ave, Belvedere, CA 94920-2419",RESI,Single Family,4/1/19,4/19/19,Sold,"2,895,000","3,000,000"
21915497,Belvedere,"276 Beach Rd, Belvedere, CA 94920-2472",RESI,Single Family,5/24/19,6/17/19,Sold Off MLS,"8,495,000","7,500,000"
21829887,Belvedere,"1 West Shore Rd, Belvedere, CA 94920-2461",RESI,Single Family,11/26/18,4/23/19,Sold,"5,995,000","5,925,000"
21805915,Belvedere,"8 West Shore Rd, Belvedere, CA 94920-2462",RESI,Single Family,2/12/18,1/14/19,Sold,"4,400,000","3,700,000"
21903155,Belvedere,"29 W Shore Rd, Belvedere, CA 94920-2461",RESI,Single Family,12/28/18,6/14/19,Sold,"3,995,000","3,920,000"
21916448,Belvedere,"63 West Shore Rd, Belvedere, CA 94920-2461",RESI,Single Family,5/26/19,6/26/19,Sold Off MLS,"6,600,000","6,500,000"
21903535,Pet/Marin Unincorp,"2151 Fallon Two Rock Rd, Petaluma, CA 94952",RESI,Single Family,2/18/19,3/28/19,Sold,"979,000","940,000"
21902613,Dillon Beach,"9 North St, Dillon Beach, CA 94929",RESI,Single Family,2/6/19,3/4/19,Sold,"375,000","450,000"
21900912,Dillon Beach,"46 Bay Dr, Dillon Beach, CA 94929",RESI,Single Family,1/14/19,3/12/19,Sold,"1,249,000","1,249,000"
21809672,Dillon Beach,"60 Kailua Way, Dillon Beach, CA 94929",RESI,Single Family,3/30/18,3/28/19,Sold,"898,000","875,000"
21810880,Dillon Beach,"27 Waikiki Ln, Dillon Beach, CA 94929",RESI,Single Family,5/3/18,2/22/19,Sold,"1,200,000","1,150,000"
21810086,Dillon Beach,"528 Oceana Dr, Dillon Beach, CA 94929",RESI,Single Family,4/27/18,5/30/19,Sold,"1,299,000","1,210,000"
21902303,Dillon Beach,"508 Oceana Dr, Dillon Beach, CA 94929",RESI,Single Family,2/1/19,3/21/19,Sold,"589,000","535,000"
21901164,Novato,"2 Carmel Dr, Novato, CA 94945-2307",RESI,Single Family,12/4/18,5/9/19,Sold,"659,613","734,613"
21902479,Novato,"1813 Marion Ave, Novato, CA 94945-2215",RESI,Single Family,12/10/18,3/11/19,Sold,"749,000","786,000"
21901882,Novato,"1137 4th St, Novato, CA 94945-2386",RESI,Single Family,6/27/18,1/28/19,Sold Off MLS,"749,000","745,000"
21909624,Novato,"1012 7th St, Novato, CA 94945-2206",RESI,Single Family,4/22/19,6/2/19,Sold,"599,000","620,000"
21900624,Novato,"1020 6th St, Novato, CA 94945-2203",RESI,Single Family,12/4/18,5/3/19,Sold,"625,000","625,000"
21904390,Novato,"1108 Elm Dr, Novato, CA 94945-3110",RESI,Single Family,3/2/19,4/13/19,Sold,"739,000","751,000"
21908889,Novato,"1115 Elm Dr, Novato, CA 94945-3129",RESI,Single Family,4/5/19,5/18/19,Sold,"799,000","875,000"
21900197,Novato,"33 Los Alondras Ct, Novato, CA 94947-3232",RESI,Single Family,11/26/18,4/4/19,Sold,"700,000","715,000"
21904893,Novato,"1107 East Ct, Novato, CA 94945-3205",RESI,Single Family,3/7/19,4/25/19,Sold,"769,000","769,000"
21900919,Novato,"1200 7th St, Novato, CA 94945-2210",RESI,Single Family,10/31/18,3/21/19,Sold,"1,249,000","1,225,000"
21905808,Novato,"22 Dolphin Is, Novato, CA 94949",RESI,Single Family,3/8/19,4/8/19,Sold Off MLS,"1,375,000","1,375,000"
21829827,Novato,"35 Dolphin Is, Novato, CA 94949",RESI,Single Family,11/28/18,1/31/19,Sold,"1,325,000","1,305,000"
21909239,Novato,"14 Bridle Path Ln, Novato, CA 94945-1467",RESI,Condo/Coop,4/23/19,6/4/19,Sold,"745,000","742,000"
21902107,Novato,"10 Ranch Dr, Novato, CA 94945-2213",RESI,Condo/Coop,1/14/19,2/14/19,Sold,"825,000","807,500"
21908654,Novato,"2505 Vineyard Rd, Novato, CA 94947-3648",RESI,Single Family,4/15/19,7/2/19,Sold,"2,399,000","2,400,000"
21831204,Novato,"2169 Vineyard Rd, Novato, CA 94947-3769",RESI,Single Family,1/31/19,1/31/19,Sold Off MLS,"1,195,000","1,195,000"
21903608,Novato,"19 Trumbull Ct, Novato, CA 94947-3705",RESI,Single Family,1/1/19,2/20/19,Sold Off MLS,"1,395,000","1,395,000"
21902594,Novato,"15 Tree Ln, Novato, CA 94947",RESI,Single Family,2/9/19,3/21/19,Sold,"1,395,000","1,435,000"
21830139,Novato,"499 Ridge Rd, Novato, CA 94947-4327",RESI,Single Family,11/29/18,1/25/19,Sold,"739,000","700,000"
21901302,Novato,"432 Ridge Rd, Novato, CA 94947-4313",RESI,Single Family,1/21/19,3/6/19,Sold,"769,000","832,000"
21902949,Novato,"610 Canyon Rd, Novato, CA 94947-4305",RESI,Single Family,2/11/19,3/8/19,Sold,"2,199,000","2,200,000"
21909195,Novato,"5 Douglas Ct, Novato, CA 94947-4228",RESI,Single Family,4/20/19,6/27/19,Sold,"2,149,000","2,110,000"
21900651,Novato,"2012 Mill Rd, Novato, CA 94947-3829",RESI,Single Family,1/7/19,2/18/19,Sold,"1,075,000","1,135,000"
21905273,Novato,"11 Doris Ave, Novato, CA 94947-3813",RESI,Single Family,3/11/19,6/28/19,Sold,"799,000","799,000"
21904731,Novato,"596 Wilson Ave, Novato, CA 94947-3878",RESI,Single Family,3/5/19,3/28/19,Sold,"1,775,000","1,717,000"
21806093,Novato,"571 Mcclay Rd, Novato, CA 94947-3880",RESI,Single Family,6/18/18,3/29/19,Sold,"1,795,000","1,450,000"
21906563,Novato,"445 Ridge Rd, Novato, CA 94947-4327",RESI,Single Family,3/26/19,6/25/19,Sold,"1,235,000","1,214,000"
